a,b
40.62502,-9.51883
41.250443,44.586723
52.67414,24.467632
27.650614,33.60765
62.36434,47.25918
-22.490665,73.85637
-14.314721,-79.20447
-39.8756,-6.0913906
75.164604,38.651604
-22.438879,-11.813672
45.130363,-49.491806
-34.214874,77.98039
58.319683,-19.383942
45.315834,-1.6790314
71.48587,-41.232662
-8.50447,-35.56135
-26.288889,-29.379612
73.3694,-16.825481
23.893087,-43.4385
-32.312714,58.005337
42.466225,-62.80017
-11.750339,-15.442075
-8.278731,-76.60092
-18.229738,66.555916
-23.489141,69.00737
7.5918083,-6.0156727
-25.246082,69.98554
17.342207,65.1974
70.78576,-40.945923
-51.92808,-50.71069
62.359875,-5.799612
-51.66429,-1.4373864
57.985474,-19.420998
65.693405,-19.744228
-12.046005,35.095207
-28.919104,76.09598
19.59064,-1.52988
-41.788425,-22.48528
9.665308,-77.264015
66.453064,24.05206
-63.76268,24.361137
-54.633125,15.072154
-71.45654,-30.891758
-33.914715,23.987497
46.63666,45.60137
13.497623,-91.43918
41.13435,50.47755
-35.375877,36.302048
-31.87859,35.719627
60.74698,-28.468004
51.51852,58.651894
51.939713,52.85
-1.277493,-2.0970097
47.456078,-44.44608
-39.010166,32.63222
-22.316704,29.224056
29.271803,-56.658886
-62.71458,-39.821148
14.991791,6.3519483
53.513306,29.266907
63.170723,-2.0023
4.494868,-55.867035
-35.64432,22.333223
72.24069,-34.568836
-0.97489715,53.52104
3.5895433,-1.3919289
-19.383661,78.31144
-66.55921,-9.119321
-3.6860614,-67.40956
44.686005,6.96544
-54.727833,-46.68487
49.967987,22.550917
-14.659784,67.784225
72.046844,49.017113
70.7758,-9.234851
-6.1725626,-74.457794
77.80092,-17.904598
7.9259696,9.491461
44.932228,-43.662075
-29.326517,33.455254
-8.227281,-34.54258
29.551014,1.6449019
-61.729065,53.236088
44.995632,2.7355266
42.10948,-65.59106
-16.346518,26.870865
55.38331,10.497399
55.445995,-11.91462
26.497305,-34.842808
12.397902,-34.618557
-33.569714,-19.253403
43.4832,-56.779396
-1.1370387,66.64174
-35.706997,-56.0551
0.3505862,-62.57506
43.954903,-0.058402445
-72.827324,-16.747274
4.4879427,61.152756
30.406773,-34.97378
37.527306,-57.227383
-1.0597743,50.984745
46.358864,33.218273
-75.304085,3.7621818
-35.854164,0.02453942
15.304526,-36.986572
43.8161,-0.9047921
-57.013763,-43.479992
-62.30554,-23.999584
-64.48542,1.0220643
65.19678,28.1803
20.393843,-36.529934
42.470886,51.87558
-18.294567,55.86479
-61.33465,68.10629
80.625145,-16.359842
-13.388853,-18.437881
81.841,-19.63161
6.996155,46.080208
-17.147905,72.81766
-77.66788,-22.569754
31.849472,82.07469
-28.220428,74.206184
73.74257,41.455692
81.19184,-41.38962
2.9023323,-76.753075
58.04831,-19.142878
-10.743977,59.105297
13.5376005,57.03929
8.046908,-94.24671
39.700016,43.563774
-25.67164,29.237518
-16.896513,61.947357
-20.043499,-21.999208
63.86811,24.013643
-36.090984,-26.158846
40.00205,-8.043272
48.815037,20.81519
-53.866116,-54.587555
-27.09389,53.033638
-25.955402,-8.402071
-34.054367,34.28637
27.671715,30.677452
75.42932,-21.19438
-12.821318,-85.29116
51.02748,62.394936
49.349537,14.301926
10.483279,-64.57471
-26.923021,32.181152
46.54492,30.670399
20.717464,56.680843
56.87878,37.934326
14.601372,60.758102
-32.711647,-38.318466
-45.798397,-51.006985
-7.198451,-77.05579
48.1663,48.1117
76.0092,37.646606
-58.740105,44.440308
-33.330837,48.121277
7.962562,-76.2116
77.69464,-11.199153
-30.493298,3.341195
-19.122564,74.36632
4.178704,-66.24193
-67.873184,-9.510407
16.5618,4.919024
46.64833,22.610687
-86.7271,-9.241527
84.92432,-30.231062
-51.389496,-50.03439
55.748623,29.642965
70.55015,-40.561153
-75.2416,-33.98852
12.882557,-32.42579
-58.351276,-20.202211
-73.04865,17.137999
-31.336884,-15.417591
57.545364,-12.265141
19.581781,-2.9198112
-17.183006,-46.72931
0.17730603,32.569378
-60.459347,1.5691168
69.83405,48.055145
-4.297917,69.14359
19.47988,-29.051365
22.291618,12.997902
18.08576,55.29758
-69.02365,-18.140928
-4.214183,27.197563
55.962852,15.254601
-33.269936,-20.536379
12.765593,41.52155
30.651293,-52.716064
17.500996,45.3423
52.471886,32.612915
9.353392,45.323963
54.6497,5.359442
48.90442,24.067217
51.515648,-19.391685
-14.204731,13.609897
35.29815,-5.329935
54.68638,4.9859676
-7.954844,-12.175912
84.560555,-24.207148
-72.429855,8.794262
8.624446,-83.04141
58.772873,-15.062952
-8.183222,11.568348
-14.391167,71.64026
80.86299,-27.854166
15.791255,-26.169252
-2.6384845,-53.73012
-66.27589,5.895321
66.54848,49.911373
56.70348,32.297813
13.41981,61.245537
-67.31671,-24.4001
-51.563946,-30.543756
-34.89214,-18.001802
-11.21791,35.83337
-33.998764,-19.556679
-33.643047,-30.294086
38.307632,1.6690274
-81.562546,9.903024
51.8625,3.4129167
9.892086,10.232316
31.558765,82.10958
52.319004,26.867329
66.14952,-5.5979414
-12.636471,24.533813
-53.402992,-45.108166
-6.33728,6.7006907
56.816483,-17.719746
83.36835,-9.743043
72.3953,-17.13819
-47.443127,-17.559658
13.820757,42.198666
39.49183,-62.63626
65.44957,-18.371233
-27.176973,71.15636
6.2722945,8.648943
-49.7462,-41.298393
-23.519115,72.522064
-11.8000765,62.10225
44.25818,-71.10685
-4.4044433,69.193016
-14.949555,-81.57449
-39.997673,38.3334
4.193235,1.7725224
-73.88763,5.203536
27.581264,29.925596
8.934632,56.44629
-32.759933,-7.830302
-10.185175,3.5764437
16.085224,40.80753
26.76858,-42.22828
8.020883,-3.268645
4.6742454,28.279758
-41.05228,-34.703293
54.3221,61.28053
-59.71614,-20.136755
36.584114,44.771267
6.1443405,-98.71376
5.1333885,30.164742
21.182568,-27.367487
-15.987277,-45.65316
-41.12343,-5.835152
-52.085617,-18.174892
-56.819973,6.2643523
62.26651,28.564508
-19.320665,79.68693
-37.390354,-29.107119
34.405777,-31.343945
43.98089,-0.71196175
1.7744346,-69.276474
54.303802,61.282158
-72.52305,-0.91204256
6.9082546,9.412351
13.350946,-42.06949
75.419235,-4.95153
-33.524006,-30.089325
25.171923,-41.481506
53.46343,69.85057
-61.81175,54.460087
49.581367,66.06219
-13.801797,-16.612095
-17.32719,75.780174
82.98699,-38.910732
34.92263,-30.469683
-62.71207,-23.006893
68.74719,50.941856
64.76055,23.73191
-59.638374,-49.228737
18.208286,64.84502
3.0592494,-53.622498
56.71857,37.17963
30.792185,-52.47079
-32.229176,30.843975
3.7887256,-69.08893
51.327034,4.3891416
-56.84725,43.044262
11.363703,9.993425
48.363316,65.22632
41.468826,-51.40347
0.60590345,1.7667512
36.99514,13.271983
32.176132,83.01985
-17.211996,75.275665
-25.633978,31.494263
20.448662,-26.769184
14.727161,-41.407898
-18.361883,60.50661
-79.98738,10.323636
-27.99476,-15.163763
-53.9033,-8.574299
-36.15707,-60.0467
65.153854,-18.34055
-11.924646,24.237213
15.409502,26.201315
-60.369843,-38.91244
72.66204,-33.225746
54.48042,61.13483
66.413216,50.862015
15.000289,6.298705
74.466644,-14.534022
52.81852,29.70169
-2.052585,24.033352
-33.88843,76.68708
50.425865,22.841702
80.03643,-38.042976
1.1094022,64.79921
-16.757196,47.95
46.21877,48.88822
-44.50869,-19.194052
15.195822,-63.869823
40.78716,-43.854248
38.16758,23.0333
49.872135,14.652842
69.556755,36.602905
50.43817,30.937723
-26.285479,-26.856657
9.77058,8.554063
-15.184727,45.818398
-63.444633,-8.584345
-44.972954,-38.36421
-16.097357,33.197884
-42.081387,-44.219856
-8.173123,-8.94282
-54.6481,-28.970064
38.158367,-4.232123
-59.876823,6.7383556
33.476894,-52.89182
-54.5551,-0.100629106
-17.698105,20.76564
63.569466,-30.32273
33.330887,-14.59235
-8.408108,-18.650177
-41.35348,-61.57677
-36.617077,55.62926
-19.454355,37.73308
39.88929,-4.4959292
8.197651,-71.47271
-78.61596,-15.461631
-62.26787,-20.642078
75.28631,-9.223601
-7.4760704,-77.84476
50.25854,12.600008
21.338865,-42.82911
17.96965,34.175903
-46.263615,-52.51019
33.87116,-32.346024
-19.711308,-22.149559
75.85386,32.57307
-46.233162,-4.01966
41.350327,-65.59636
-48.466785,-16.172108
-57.52666,-21.327196
-26.992579,63.752293
22.911274,-44.196156
-53.293808,-55.315758
-44.702885,-50.30656
19.621521,39.859497
13.935954,-64.220894
74.74382,-27.47153
-63.45921,52.292664
-2.3268902,-8.320798
-79.2965,-14.217643
-35.69208,43.444447
12.432504,-28.494373
-13.685338,-49.233437
41.813034,-58.475952
-36.694584,39.263298
38.112785,4.158881
-27.858437,75.97097
51.108284,-37.863575
-52.054726,21.18341
-39.63919,-33.768867
81.71685,-27.043
-39.15798,-5.9218874
69.913605,48.224976
-4.7214966,4.5964108
-70.01913,4.5873947
-74.589,-1.1397305
57.540424,-12.55322
-51.702652,-37.582993
-46.67264,-7.753527
-23.151083,61.66256
56.67271,-27.799927
-17.798658,37.62105
49.928936,59.730385
-82.38358,-14.047301
81.79396,-15.171993
16.160625,-32.461514
64.49134,-9.328859
29.406956,-35.395798
-18.612604,-14.450673
6.202054,10.381008
-9.905206,-35.22483
-21.622812,-13.146422
2.2815804,18.315224
35.351116,-30.62324
-29.018568,51.25724
-29.611181,-31.983744
-25.12268,41.276527
-8.934588,41.17499
-65.28734,-6.602456
4.847701,-96.13407
35.81145,-32.891132
45.227962,8.966535
73.02453,40.560722
33.47699,-43.25685
-56.035877,-47.60084
-3.4055655,1.2781985
1.1881799,-94.92762
-26.996082,58.512985
35.832607,42.64007
0.039184324,-93.608826
-8.500274,41.99436
-71.96755,-31.346779
1.5476265,-81.27614
-21.822123,54.901936
75.77657,-22.303719
40.52659,-51.87885
71.15657,-5.5834575
-32.792366,-38.196762
-13.089307,44.165882
55.76989,53.821285
-26.81627,-28.727385
34.334286,-14.045726
-3.3107166,30.113663
23.61496,12.912693
35.301937,-62.1976
-59.030106,70.687416
-6.7163453,37.382584
-47.802025,-25.103958
7.127449,-0.13621631
81.04687,-37.75092
-51.647614,-37.661957
3.3014178,-59.30946
-8.498845,-76.22581
-24.943623,49.83181
48.632694,4.225872
57.12397,-18.020992
-50.40228,-0.5333522
-67.54383,-8.472357
-14.167482,-45.845795
-75.00313,14.062991
9.267631,-12.997321
-10.830531,53.23224
25.655872,35.773388
-41.81885,-37.220688
76.55793,-29.834593
19.0764,64.12199
-57.72468,-21.469316
-9.13553,-23.141726
9.378801,-87.26293
-10.518879,51.160103
-56.663204,-35.88998
36.756374,2.8978462
-0.40338385,-84.37459
-61.339394,48.50303
2.8082225,55.487354
67.85432,-10.3087015
56.315353,8.799996
74.511345,-20.07891
61.499645,-11.911601
2.9693127,49.620766
1.408276,70.42958
-60.854446,47.93893
44.30697,-0.2929192
33.36163,4.9485407
70.387726,50.714077
-43.46693,-63.90029
-6.954129,70.16533
-20.57395,43.66598
7.47459,-14.882637
-56.296906,21.040154
-23.03977,-23.00675
10.093156,0.48331666
10.508979,-84.73304
38.800106,50.30353
-1.9457436,69.61553
74.79233,-11.0271635
-20.100418,75.47279
-44.79865,-35.086544
-20.643124,43.0353
74.51776,-14.4035225
28.741385,-38.195038
79.42328,-21.64519
46.268875,55.64056
-24.162119,61.356937
12.965172,-42.301067
2.6737993,-88.096565
-35.773285,-35.17929
-10.552811,31.672571
-53.321884,-24.657957
-63.331875,25.17797
50.130455,10.362606
39.74362,-37.675797
-1.1159531,-6.8201184
-49.061184,-37.336758
-52.909298,-9.881212
-13.827261,-75.01423
29.126762,-56.512524
-72.67593,8.064467
54.744095,2.8712924
24.569782,43.03261
43.995007,-0.09133416
9.1677065,18.581036
-20.574875,34.010406
-61.55982,52.132008
60.796497,26.311682
3.5471058,-60.955887
-3.1426637,2.4423618
11.369523,-86.43496
0.91384465,-5.849078
50.023716,6.795781
-3.9523885,51.585564
32.17728,82.955956
-60.52844,22.978296
-55.611202,-4.788543
79.51443,-20.893599
-43.161156,-1.8869467
-57.32842,5.400844
-72.84343,37.416195
-14.003252,40.276237
-4.006759,65.44947
-55.577564,-28.925808
7.696629,26.097086
27.627335,-34.093903
15.499206,-32.12035
81.46136,-27.240723
75.19406,-13.65378
3.7028027,-96.79054
-4.98467,69.637314
67.78418,43.09976
18.304861,53.149723
8.691738,-92.637245
-50.477676,-41.478416
8.574666,-78.35218
-26.131924,-29.645369
-25.420645,36.527916
35.344234,-33.65779
52.97298,3.0409915
-42.900726,2.7044241
-22.436686,63.6903
-12.345872,-24.473883
-33.782806,35.703636
-1.9017272,62.660473
28.85625,-31.32441
-44.799145,-45.98059
84.92466,-31.238266
12.404947,-24.139122
-61.378044,68.11639
-14.852847,34.981117
72.11745,-15.849271
62.204796,-3.4694347
-23.505257,41.29302
-23.002129,-14.631798
43.23365,53.042217
58.57551,47.24999
39.76164,4.0494595
-73.48934,35.827568
-7.3912005,-38.175068
-7.5869784,-37.771263
21.693691,-9.355066
71.89745,-33.501266
-24.772512,-10.537111
68.20061,43.23994
-20.143358,56.905598
-37.25584,-56.99027
6.880183,-82.71568
-40.915833,-41.3754
-81.01364,0.5497265
36.706024,-56.62976
4.913702,9.558341
48.94999,65.06092
-64.687195,-27.307518
-39.33478,2.5455372
21.615688,9.742921
-36.791603,-27.378551
54.295155,34.380848
2.0142407,-8.764854
46.940685,51.982887
2.7801766,-63.099506
-29.320341,68.0617
-59.583157,5.9695435
55.77216,62.100197
45.97615,25.390593
82.684975,-12.968637
-61.162457,-8.295408
-28.445591,-32.781425
-58.479404,45.640976
13.659261,-38.049107
56.295376,-31.896236
-24.278631,29.855995
-76.4766,12.393475
56.856213,33.056908
-62.10618,-19.073872
16.969015,-35.172382
-35.58083,22.259783
-67.18905,60.11435
8.327424,-14.427433
-6.7902465,5.4543
44.052795,-49.234165
31.689016,79.77457
-30.567015,26.42903
-57.72969,4.522248
-15.963804,-40.901245
-0.7907186,32.522408
-70.0904,6.4406743
-45.22748,-41.899082
-39.84704,-6.1115856
-31.74207,66.33021
68.41049,-8.243604
45.606266,22.68463
-32.008152,26.96758
-3.829191,37.370422
33.153473,-43.836166
7.374222,4.2960033
-74.071304,-18.826761
-28.134785,67.099434
-62.863453,-33.181305
-25.957813,26.625288
48.305298,40.746464
65.96736,-21.184086
36.5982,4.142446
-26.700386,61.28826
18.357767,34.81529
47.07092,56.75729
-61.95098,53.137043
-0.5232867,37.556324
-54.615757,-32.019672
-35.30685,-8.600743
-51.17092,-45.351685
48.76239,64.29279
8.459863,-80.17015
43.11546,-45.00993
-31.330408,43.828175
-46.38654,-48.902378
30.347002,-35.317352
-9.428079,25.653017
-0.7030971,10.827724
-57.86617,71.3497
53.095173,-3.4738648
44.14615,-52.008625
20.263239,44.116203
17.465496,31.4205
76.63068,38.911156
-32.413647,41.963634
-45.117798,-47.118084
26.216936,31.112988
-36.47862,55.794758
53.432358,67.60009
10.135205,-74.98541
-12.985026,63.697735
80.09864,-41.537697
-81.39698,-17.238646
45.352753,-37.952763
-55.82904,-27.09925
-74.083015,-27.374767
55.105938,18.000353
44.676254,57.558018
-83.57063,-14.10412
-4.456964,-69.055504
39.280193,46.21287
-14.380906,-74.15316
-31.176647,26.492222
4.672182,58.386543
-75.034424,3.3774087
46.686302,-46.412174
-20.432053,70.67525
71.211075,52.00406
-12.851558,-85.52728
-20.528904,73.38836
13.831958,62.678997
-75.82351,15.402652
25.28604,-31.486217
13.841061,41.771385
-36.553078,-58.642475
-66.79121,-14.125906
19.47601,39.548393
-1.1926323,48.578598
5.97083,59.832047
4.4355288,-50.67646
67.60948,37.549076
6.3995385,-74.35641
-61.92668,-27.27531
74.34001,-11.408097
-59.54014,-14.978504
-7.9788265,40.49629
-20.935333,34.726414
-73.33589,12.864666
3.0518827,-9.653842
-81.48578,-17.271227
-7.2577934,53.977398
49.71206,61.17053
76.82735,-10.703728
-4.728437,-68.03128
-37.283993,79.80332
-8.259175,-71.68651
6.4153204,-74.60909
71.30806,-41.1803
-38.129734,55.73809
-38.347534,-24.77304
65.292046,-18.008415
11.841848,11.537118
41.442352,-63.935284
33.53335,-14.998171
10.234145,-1.4306043
57.240746,-26.355753
44.51811,-39.272324
-45.4675,5.2391973
-10.786667,-73.50577
4.081757,-74.7153
4.1962485,9.622484
-38.034397,78.37512
6.044622,47.77893
81.674164,-35.509018
56.64891,-25.423397
-10.892561,58.537453
17.842087,63.67625
-74.95824,-14.866984
-78.90517,0.5082242
33.904327,-32.739853
3.984889,-51.71626
-78.84279,3.8769863
16.000803,21.878761
-68.85135,-30.48536
24.252588,37.568417
75.41816,-19.814625
70.98955,-25.003143
14.137691,39.949165
-15.776038,77.0802
-78.21193,1.9716834
-68.020386,57.233807
-71.950676,-31.35244
8.729265,67.389984
-38.26216,-32.584587
-12.854131,-74.790276
48.242393,8.935386
50.3446,49.109734
-6.1371694,41.605633
-10.944319,21.593124
35.946457,-44.766056
-21.072025,34.0943
-7.708164,54.385532
53.777107,59.372723
-12.525227,11.506631
36.826473,-62.678085
30.020355,-52.42956
-29.556421,-25.435387
30.995468,-25.341078
-28.962091,-14.804303
36.394222,-14.82864
-43.347122,-43.139107
1.7224025,24.181437
-10.56985,28.482267
70.785614,-4.539512
-35.63913,-19.832937
49.24159,52.12449
-2.624645,67.7502
11.32405,-36.997044
4.0042644,9.092781
-21.391338,44.71893
25.989492,-35.371918
-59.143383,70.47548
78.7192,-37.43604
-44.747414,1.9858994
54.749027,31.662813
53.797962,35.589043
-26.787989,66.05309
36.120495,-0.24852261
4.674608,-60.288105
-7.104789,30.543524
48.69783,-5.7499685
-74.13097,-29.311106
-57.43656,18.81038
-5.696542,-74.310905
-39.01782,-12.951335
-5.866871,17.526619
-58.55788,45.40152
45.984783,54.17605
-40.920364,-41.154907
-9.83133,3.7935987
-38.45115,-26.964176
2.743505,-1.2479545
-39.059845,75.31446
-59.127632,8.320539
19.27975,-3.771157
-6.646384,-37.468292
4.73151,-64.39477
-57.84771,42.90715
-35.09334,77.746765
-25.147734,-20.446695
-5.540857,20.308226
44.369465,46.093998
-3.7092547,-3.193024
10.68848,-89.12712
-55.184208,22.329123
77.28456,34.574
23.49208,7.480789
3.6000683,23.548447
4.744563,-65.66286
25.575043,-44.50832
56.794434,37.014915
80.59072,-14.933742
-39.221874,-26.145126
37.27758,45.050922
75.34492,-17.641958
-54.004704,1.9154354
49.137875,30.551342
66.45435,48.578987
8.416916,-83.9395
-47.938465,-38.438587
0.64765996,66.524605
-58.29756,-15.845412
-36.476696,52.030716
-12.783809,70.39598
-4.5426583,18.34201
-9.047344,-72.04628
-41.238495,-34.996674
-36.508797,-31.865011
-34.388752,50.06206
-39.98323,-25.77341
27.327528,17.134615
2.3761027,18.716324
54.148834,16.877285
52.121227,61.285427
21.874445,-26.832014
0.5906259,53.908176
17.188183,-38.25082
-59.484947,-50.485664
38.50306,12.957234
-25.281584,-4.8565025
-47.427814,-54.35692
58.606842,-28.923191
74.38464,-14.361324
44.58858,-45.466007
14.136292,-38.27117
4.8943825,-87.90604
-25.734705,29.956085
-36.012337,28.241617
-45.155376,-21.89026
70.815445,-15.613805
-42.85985,0.9452194
64.659996,47.084503
18.166262,-5.4936194
-40.576187,2.9697793
1.4984406,-4.2838025
-13.494141,-16.737144
-59.23742,-12.42611
46.357384,26.994917
59.54374,35.76444
-70.76043,-12.792054
-49.260567,-20.859915
-7.5984464,-8.317636
50.410095,11.814986
-53.321934,-15.917284
44.179882,-68.16044
43.415684,-39.63991
-50.467125,1.5201513
-23.226307,61.564064
-4.407543,60.745857
75.24719,-6.9270215
-66.14412,-27.651022
-34.704136,-21.875418
-48.1633,-51.963467
-50.755947,-10.03648
50.49592,49.823296
76.54175,-16.426775
-5.156772,31.979155
22.786554,10.102268
-34.71056,59.6973
11.783467,-77.32244
-44.11389,-40.21679
10.951086,58.66755
50.170033,56.738026
-37.658844,-54.048363
46.6969,-44.794666
58.429317,34.291416
-15.660392,21.973368
34.183517,-32.96491
-62.15672,23.322226
-9.53185,30.949114
51.637264,61.72608
7.22526,-82.372
54.9767,13.272142
33.44503,-2.1555004
12.151245,-7.7793612
51.11617,51.165718
-30.573229,27.720638
-59.049618,70.68314
-30.195652,-8.582743
-11.706915,-34.792274
-2.8945072,12.591234
45.575134,53.46909
-30.53381,26.376696
10.745709,-1.0270319
83.53853,-34.582882
40.805756,-10.437696
-36.35162,-58.11409
29.67058,-38.673073
14.966638,68.678085
52.540268,69.02235
-16.04283,27.210733
43.0257,12.605175
54.378025,64.443756
-62.531487,-16.007124
50.779575,20.496738
-14.208186,-46.09327
-80.31236,-25.101116
33.642124,-28.933289
-25.506502,-35.544987
75.977646,46.839718
-37.28726,-29.282532
-58.35417,43.422417
1.862348,-84.08857
59.944267,33.612133
46.52895,-47.180485
15.535146,41.783123
-12.496821,34.84363
-61.694862,-18.421196
56.209442,-28.094547
-5.774987,65.98203
-67.93747,-14.268966
-28.514143,-4.1952477
44.17152,-54.73521
-2.9452353,3.07293
-10.707981,57.956665
-10.653227,-83.27032
-77.07385,2.4542735
-11.045315,67.8889
-36.69981,38.953384
2.0801504,22.32969
57.94311,-28.25713
4.851142,-0.56497735
-49.499176,-54.195427
58.507763,-28.540754
1.8360685,-78.36271
22.52937,-40.13516
40.46738,2.4422464
55.79818,17.954826
-1.04892,-6.2711625
-55.71821,41.952457
75.14756,-20.319525
51.036762,-20.281427
-42.292248,-40.29775
72.33202,32.786743
-12.663409,-17.574451
-48.267883,-36.185062
-21.40599,35.20524
64.09427,25.47674
-27.605629,23.188667
26.181677,-33.46352
-26.79073,-19.296104
-60.250557,-19.84235
-7.0177484,29.509226
52.793163,63.608868
4.7312436,-66.023964
66.519135,48.19725
-28.667002,41.330204
-39.32434,-22.659506
-54.81003,-46.662933
-14.069383,32.437485
-52.22179,21.132685
-26.764984,77.34257
-58.06629,-0.69162846
-50.171127,0.8801488
63.91616,48.223537
10.011159,-11.967902
20.130754,54.856606
52.02268,70.52922
-56.10415,0.5283684
-6.250754,-31.14395
-0.14502227,-61.4988
29.586084,-47.14146
40.353615,-62.499184
52.97449,54.95063
53.505028,63.444473
-72.78828,37.542908
29.627903,-43.265614
5.7133493,18.11258
22.628445,28.207792
40.073708,44.368073
55.464077,17.251429
-75.377686,-27.185205
3.9964147,28.54193
65.87263,-3.6105072
-34.064487,25.832705
-31.17298,-18.804836
55.592545,4.5817976
-73.884056,7.5269427
-12.412391,-75.69579
-47.682934,-51.71625
-10.855039,62.391777
1.5012603,-82.19615
-57.77124,-42.26893
45.587017,55.61015
8.069855,-14.450755
-29.496767,-37.26604
52.250008,-7.0143266
24.141476,-35.10369
23.73972,50.708183
69.3951,28.773832
-34.35655,76.23032
45.48488,22.67248
6.7573304,33.530033
-2.9782095,-26.071218
-33.055397,-35.672386
66.06088,21.206614
-37.070072,-13.037728
34.958267,-30.644907
-38.768333,-62.148624
-29.135597,68.30442
14.648813,58.373405
37.036777,-3.4084978
-58.101772,21.774954
-21.621689,41.409782
70.58317,-25.729345
-57.040813,43.704533
-17.2199,42.49986
56.77028,36.95949
77.93419,-27.379274
-49.054916,-22.427118
-28.171844,36.36705
-21.985146,-11.919852
-6.053062,-79.79195
37.985317,45.22213
-7.124226,-38.775085
11.716771,-37.862656
8.190188,4.7925324
-60.69113,44.183388
-25.306768,30.869358
43.29132,53.4011
37.869247,-8.874088
-34.630833,28.893915
4.2551255,-69.808075
42.974438,-55.32461
74.4515,-4.850086
44.74205,-47.094574
-56.22177,-44.710728
-38.611748,36.52444
54.748993,6.826619
-19.645582,29.720873
8.465641,-92.48532
-23.259993,27.688488
-76.18757,-15.128773
-35.954826,80.84643
14.944971,-30.543339
2.853046,-53.033234
71.00881,-9.371241
-58.69053,6.398234
-7.626745,-12.835615
-23.521627,72.53985
-34.213093,58.288216
-74.69122,4.609764
2.606268,-1.0384861
-37.64704,-35.679394
-12.988008,-46.89866
3.8423665,-49.001186
6.6248593,37.54522
1.7996393,24.28044
-83.0554,-15.572729
76.46495,-10.1952095
67.963005,24.026474
-28.128433,25.579624
49.473892,28.320023
-30.839508,-4.561806
36.113358,-62.645298
-22.844109,-4.2995105
46.279106,-48.11137
27.967798,23.128403
-55.251442,19.649818
-35.355072,77.68251
36.196316,3.7173145
-75.97457,-34.507393
-16.4677,66.515945
76.33901,47.962353
-12.615753,-82.01392
-58.88986,70.68818
-11.422782,63.80618
-42.650333,74.82699
9.835628,36.08235
49.429764,6.0180497
9.702055,39.39578
-38.36648,-21.723665
25.082777,-41.78923
-25.569708,-32.690365
-34.15625,54.894417
-4.824552,35.24506
37.702885,3.415175
57.59072,-20.3312
-19.76887,65.955864
-63.412415,-21.18249
3.126413,32.995102
49.66324,26.235567
74.42939,33.765022
-41.35194,-41.430054
-48.799522,-22.96266
1.3524494,-95.4001
-8.85614,-75.38597
-48.255966,-21.76971
-52.024006,-18.96088
-2.863542,-71.18377
77.74918,-20.276566
39.063293,-43.266888
3.4378428,-9.366986
10.208806,-76.72152
13.527075,-1.4505033
1.9361254,21.839428
-59.28652,69.10399
-10.673071,-33.46767
-68.717545,41.617348
-38.111084,-23.33279
45.438374,26.673004
6.5491967,38.032627
18.336344,50.99113
-29.992058,50.684555
-42.354984,-44.987633
73.16295,28.334429
28.455418,-43.30134
-11.435345,51.034058
18.692444,-4.1991286
24.236156,-44.165348
-27.85222,28.950516
6.309022,33.60641
63.43798,24.790821
6.043383,9.896695
81.54278,-19.592846
-16.294842,37.994263
15.888514,43.916264
-7.6897893,19.283731
-76.361984,11.1538925
-24.068367,-10.043799
-31.407982,-20.394888
-49.58715,-19.965279
-31.973696,66.522545
0.66544646,70.74458
-50.949955,-50.033363
76.954506,-13.77748
32.75763,-1.2372509
-19.278708,47.592262
-12.755463,24.604113
-15.618351,-80.301575
-42.070892,-47.6566
-40.176487,-8.501436
-40.49167,-44.12846
5.482833,7.801479
-2.0505643,48.793373
21.900476,-26.773458
-3.6448975,-55.22496
-25.940771,33.86318
33.698982,-45.05828
77.245895,-5.085799
11.332033,-7.299055
33.733654,15.453999
-14.058411,45.055256
-10.13975,-42.01376
-54.09752,-38.13555
50.055004,13.720662
-34.694477,76.91774
-7.234891,-78.57421
66.02278,25.205631
-26.431242,55.112476
-73.176414,6.4899597
5.0570636,-88.78919
-63.09997,-9.118778
27.328493,-40.68057
-2.599641,-6.074242
-0.091490194,-72.10279
-68.35323,-7.3405576
38.69512,17.423405
48.64981,67.6083
40.13132,-0.57108784
50.96375,65.5447
-32.51698,38.85947
8.501172,32.338192
61.584316,21.388275
10.621512,-87.70437
52.64553,59.745216
-68.23918,-7.5696235
52.415268,45.989017
20.755857,-39.400047
-56.337475,-23.87282
-67.09654,14.061859
73.42704,35.561012
-75.700455,13.270097
48.707542,-42.034084
-50.485638,-23.708204
39.73912,-1.3738197
55.656406,-28.91142
72.85492,-24.995375
3.1797109,-1.2470675
82.30053,-31.3156
-39.899887,-24.228014
-9.084362,-81.91117
84.12358,-26.048672
-17.768438,68.692314
-81.037315,9.763626
-19.599445,67.66253
3.5892541,-88.50468
6.214732,-54.29547
2.0824685,-79.226616
32.908676,5.024248
75.524185,-20.20381
-67.67505,-8.279216
-42.65995,-49.057426
-2.3722603,11.084463
32.490005,28.957642
-7.2703032,-81.51022
29.97398,17.142097
-10.110265,61.18524
-64.38146,53.237827
-74.865746,-27.024387
54.473633,60.59482
16.538937,-35.258232
-52.375168,-39.75569
31.703997,-37.450787
17.879852,55.318832
45.413677,4.938045
4.2456784,25.877377
-18.213175,31.429129
18.137493,65.14216
41.890156,-60.59144
-6.5724406,31.453848
11.266447,-38.686707
-50.86072,-14.4938
-66.955475,-8.287881
-48.705807,-20.53215
24.765251,-33.821346
-74.2962,5.847961
